07:55:02, 17 Aug. Wire Lan Port 2 up, Speed 100 Mbps
07:50:22, 17 Aug. 5G Client associate from 66:71:04:64:b6:16 (IP=192.168.1.207) RSSI=-71, Rate=292Mbps, host 
07:50:21, 17 Aug. Receive a DHCP request
06:59:49, 17 Aug. ARP [add] br0(wl1) 192.168.1.206 68:db:f5:51:bf:e9
06:59:49, 17 Aug. ARP [del] br0 192.168.1.206 68:db:f5:51:bf:e9
05:00:01, 17 Aug. DoS(UDP Loopback): IN=ppp1 OUT= MAC= SRC=64.62.197.180 DST=46.208.63.89 LEN=29 TOS=0x00 PREC=0x00 TTL=53 ID=20331 DF PROTO=UDP SPT=27515 DPT=19 LEN=9 MARK=0x8000000 
02:00:01, 17 Aug. DoS(UDP Loopback): IN=ppp1 OUT= MAC= SRC=146.88.240.4 DST=46.208.63.89 LEN=29 TOS=0x00 PREC=0x00 TTL=245 ID=54321 PROTO=UDP SPT=33763 DPT=19 LEN=9 MARK=0x8000000 
00:41:01, 17 Aug. CWMP: HDM socket closed successfully.
00:41:01, 17 Aug. CWMP: HTTP authentication success from pbthdm.x.x.x
00:41:01, 17 Aug. CWMP: HDM socket opened successfully.
00:41:01, 17 Aug. CWMP: session completed successfully
00:41:01, 17 Aug. CWMP: HDM socket closed successfully.
00:41:01, 17 Aug. CWMP: HTTP authentication success from pbthdm.x.x.x
00:41:01, 17 Aug. CWMP: HDM socket opened successfully.
00:41:00, 17 Aug. CWMP: HDM socket opened successfully.
00:41:00, 17 Aug. CWMP: Server URL: https://pbthdm.x.x.x; Connecting as user: ACS username
00:41:00, 17 Aug. CWMP: Session start now, server: https://pbthdm.x.x.x, Event code: 4 VALUE CHANGE
00:41:00, 17 Aug. CWMP: Initializing transaction for event code 4 VALUE CHANGE
00:40:51, 17 Aug. PPP IPV6CP Send Configuration Request
00:40:48, 17 Aug. PPP IPV6CP Send Configuration Request
00:40:45, 17 Aug. PPP IPV6CP Send Configuration Request
00:40:42, 17 Aug. PPP IPV6CP Send Configuration Request
00:40:39, 17 Aug. PPP IPV6CP Send Configuration Request
00:40:38, 17 Aug. NTP synchronization success
00:40:38, 17 Aug. NTP Server: ntp.plus.net
00:40:36, 17 Aug. PPP IPV6CP Send Configuration Request
00:40:32, 17 Aug. PPP IPV6CP Send Configuration Request
00:40:29, 17 Aug. PPP IPV6CP Send Configuration Request
00:40:26, 17 Aug. PPP IPV6CP Send Configuration Request
00:40:25, 17 Aug. SIP WAN UP
00:40:25, 17 Aug. DSL Link Up: Down Rate=34099kbps, Up Rate=7494kbps; SNR Margin Down=6.2dB, Up=6.1dB
00:40:24, 17 Aug. SIP WAN DOWN
00:40:24, 17 Aug. NTP synchronization start
00:40:24, 17 Aug. UPnP is enabled
00:40:24, 17 Aug. WAN Sensing Auto sensing Complete, interface selected
00:40:23, 17 Aug. WAN Sensing Auto sensing Running
00:40:23, 17 Aug. Success - secondary DNS servers
00:40:23, 17 Aug. Success - primary DNS servers
00:40:23, 17 Aug. WAN connection WAN2_INTERNET_PTM connected
00:40:23, 17 Aug. PPP: IPCP up
00:40:23, 17 Aug. PPP IPCP Receive Configuration ACK
00:40:23, 17 Aug. PPP IPCP Send Configuration Request
00:40:23, 17 Aug. PPP IPCP Receive Configuration NAK
00:40:23, 17 Aug. PPP IPCP Send Configuration ACK
00:40:23, 17 Aug. PPP IPCP Receive Configuration Request
00:40:23, 17 Aug. PPP IPV6CP Send Configuration Request
00:40:23, 17 Aug. PPP IPCP Send Configuration Request
00:40:23, 17 Aug. PPP: CHAP authentication succeeded
00:40:23, 17 Aug. PPP CHAP Receive success : authentication successful
00:40:23, 17 Aug. PPP CHAP Receive Challenge
00:40:23, 17 Aug. PPP: LCP up
00:40:23, 17 Aug. PPP LCP Receive Configuration ACK
00:40:23, 17 Aug. PPP LCP Send Configuration ACK
00:40:23, 17 Aug. PPP LCP Receive Configuration Request
00:40:22, 17 Aug. PPP LCP Send Configuration Request
00:40:22, 17 Aug. PPP: Received PADS
00:40:22, 17 Aug. PPP: Sending PADR
00:40:22, 17 Aug. PPP: Received PADO
00:40:22, 17 Aug. PPP: Sending PADI
00:40:17, 17 Aug. PPP: Starting PPP daemon
00:40:17, 17 Aug. WAN Auto-sensing detected port DSL WAN
00:39:54, 17 Aug. SIP WAN DOWN
00:39:53, 17 Aug. WAN Sensing Auto sensing Complete, interface selected
00:39:53, 17 Aug. WAN Sensing Auto sensing Running
